# Annotated with Bakta
# Software: v1.12.0
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_2	cds	89743	90384	-	LPARA_00701		putative membrane protein, hemolysin III related protein	RefSeq:WP_003575035.1, SO:0001217, UniParc:UPI000176A466, UniRef:UniRef100_A0A243PQ48, UniRef:UniRef50_A0A0R2ET97, UniRef:UniRef90_Q039F5
contig_2	cds	90546	91430	+	LPARA_00702	degV	DegV family protein	SO:0001217, UniParc:UPI00019C9354, UniRef:UniRef100_A0A243PQ72, UniRef:UniRef50_J9W7M9, UniRef:UniRef90_Q039F4
contig_2	cds	91767	92612	+	LPARA_00703		Lysophospholipase L1 related esterase	RefSeq:WP_003570297.1, SO:0001217, UniParc:UPI0001DBDF31, UniRef:UniRef100_A0A1V0Q3J2, UniRef:UniRef50_A0A0R2F2Z5, UniRef:UniRef90_Q039F3
contig_2	cds	92618	93247	+	LPARA_00704		DUF2140 domain-containing protein	RefSeq:WP_003570299.1, SO:0001217, UniParc:UPI0000E56896, UniRef:UniRef100_Q039F2, UniRef:UniRef50_Q039F2, UniRef:UniRef90_Q039F2
contig_2	cds	93318	93794	+	LPARA_00705	msrA	Peptide methionine sulfoxide reductase MsrA	COG:COG0225, COG:O, SO:0001217, UniParc:UPI0000510FC9, UniRef:UniRef100_Q039F1, UniRef:UniRef50_Q8Y640, UniRef:UniRef90_Q039F1
contig_2	cds	93794	94036	+	LPARA_00706	yozE	UPF0346 protein LCABL_16140	COG:COG4479, COG:S, RefSeq:WP_003565389.1, SO:0001217, UniParc:UPI0000510FCA, UniRef:UniRef100_Q039F0, UniRef:UniRef50_Q039F0, UniRef:UniRef90_Q039F0
contig_2	cds	94062	95447	+	LPARA_00707	ctpA	Carboxy-terminal processing protease CtpA	SO:0001217, UniRef:UniRef50_C2JWY2, UniRef:UniRef90_A0A422M6I5
contig_2	cds	95542	95856	+	LPARA_00708		MmyB-like transcription regulator ligand binding domain-containing protein	RefSeq:WP_016384084.1, SO:0001217, UniParc:UPI0000510FCC, UniRef:UniRef100_A0A422MAX4, UniRef:UniRef50_A0A422MAX4, UniRef:UniRef90_A0A422MAX4
contig_2	cds	96009	96869	+	LPARA_00709	ylqF	ribosome biogenesis GTPase YlqF	COG:COG1161, COG:J, GO:0003924, GO:0005525, GO:0005737, GO:0042254, RefSeq:WP_011674494.1, SO:0001217, UniParc:UPI0000510FCD, UniRef:UniRef100_Q039E7, UniRef:UniRef50_O31743, UniRef:UniRef90_A0A0K1KYW4
contig_2	cds	96844	97611	+	LPARA_00710	rnhB	ribonuclease HII	EC:3.1.26.4, GO:0003723, GO:0004523, GO:0005737, GO:0006298, GO:0030145, GO:0032299, GO:0043137, KEGG:K03470, SO:0001217, UniRef:UniRef50_Q1WU07, UniRef:UniRef90_Q039E6
contig_2	cds	97673	98488	+	LPARA_00711	dprA	DNA-processing protein DprA	GO:0009294, RefSeq:WP_003598640.1, SO:0001217, UniParc:UPI0000510FCF, UniRef:UniRef100_Q039E5, UniRef:UniRef50_S4ZNR4, UniRef:UniRef90_S4ZNR4
contig_2	cds	98758	100842	+	LPARA_00712	topA	type I DNA topoisomerase	COG:COG0551, COG:L, EC:5.6.2.1, GO:0003677, GO:0003917, GO:0005737, GO:0006260, GO:0006265, KEGG:K03168, RefSeq:WP_003565415.1, SO:0001217, UniParc:UPI0001977A75, UniRef:UniRef100_A0A1J3BYP0, UniRef:UniRef50_C9LSJ2, UniRef:UniRef90_A0A6N2YVR5
contig_2	cds	101274	102593	+	LPARA_00713	trmFO	methylenetetrahydrofolate--tRNA-(uracil(54)-C(5))-methyltransferase (FADH(2)-oxidizing) TrmFO	EC:2.1.1.74, GO:0002098, GO:0005829, GO:0008033, GO:0030488, GO:0047151, GO:0050660, KEGG:K04094, RefSeq:WP_016384307.1, SO:0001217, UniParc:UPI0003434208, UniRef:UniRef100_UPI0003434208, UniRef:UniRef50_Q8REM9, UniRef:UniRef90_Q039E2
contig_2	cds	102718	103614	+	LPARA_00714	xerC	tyrosine recombinase XerC	COG:COG4974, COG:L, GO:0003677, GO:0005737, GO:0006310, GO:0006313, GO:0007059, GO:0009037, GO:0015074, GO:0051301, RefSeq:WP_016384306.1, SO:0001217, UniParc:UPI0003435A43, UniRef:UniRef100_UPI0003435A43, UniRef:UniRef50_Q039E1, UniRef:UniRef90_Q039E1
contig_2	cds	103862	104386	+	LPARA_00715	hslV	ATP-dependent protease subunit HslV	COG:COG5405, COG:O, EC:3.4.25.2, GO:0004298, GO:0005839, GO:0009376, GO:0046872, GO:0051603, KEGG:K01419, RefSeq:WP_003565422.1, SO:0001217, UniParc:UPI0000E5689A, UniRef:UniRef100_Q039E0, UniRef:UniRef50_Q48734, UniRef:UniRef90_Q039E0
contig_2	cds	104430	105839	+	LPARA_00716	hslU	ATP-dependent protease ATPase subunit HslU	COG:COG1220, COG:O, EC:3.4.25.2, GO:0005524, GO:0008233, GO:0009376, GO:0016887, RefSeq:WP_003565424.1, SO:0001217, UniParc:UPI0001977A72, UniRef:UniRef100_A0A1V0Q3Y0, UniRef:UniRef50_Q83A94, UniRef:UniRef90_A0AA50EEI2
contig_2	cds	105875	106753	+	LPARA_00717	galM	Galactose mutarotase related enzyme	COG:COG2017, COG:G, RefSeq:WP_003565426.1, SO:0001217, UniParc:UPI0000510FD5, UniRef:UniRef100_Q039D8, UniRef:UniRef50_A0A0R2G0I1, UniRef:UniRef90_Q039D8
contig_2	cds	106835	107458	-	LPARA_00718	plsY	glycerol-3-phosphate 1-O-acyltransferase PlsY	EC:2.3.1.15, EC:2.3.1.275, GO:0005886, GO:0006654, GO:0008374, GO:0008654, GO:0043772, KEGG:K08591, RefSeq:WP_003565428.1, SO:0001217, UniParc:UPI0000E5689C, UniRef:UniRef100_Q039D7, UniRef:UniRef50_Q88W28, UniRef:UniRef90_Q039D7
contig_2	cds	107976	109988	+	LPARA_00719	parE	DNA topoisomerase IV subunit B	COG:COG0187, COG:L, EC:5.6.2.2, GO:0003677, GO:0003918, GO:0005524, GO:0005694, GO:0006265, RefSeq:WP_003565430.1, SO:0001217, UniParc:UPI0001977A71, UniRef:UniRef100_A0A1J3BYP9, UniRef:UniRef50_Q59961, UniRef:UniRef90_A0A0D6UCR6
contig_2	cds	109995	112439	+	LPARA_00720	parC	DNA topoisomerase IV subunit A	COG:COG0188, COG:L, EC:5.6.2.2, GO:0003677, GO:0003918, GO:0005524, GO:0005694, GO:0006265, RefSeq:WP_016384305.1, SO:0001217, UniParc:UPI0003438D21, UniRef:UniRef100_UPI0003438D21, UniRef:UniRef50_P72525, UniRef:UniRef90_Q039D5
contig_2	cds	112691	114952	+	LPARA_00721	pflB	formate C-acetyltransferase	COG:C, COG:COG1882, EC:2.3.1.54, GO:0005737, GO:0005975, GO:0008861, KEGG:K00656, RefSeq:WP_003565434.1, SO:0001217, UniParc:UPI0000E5689E, UniRef:UniRef100_Q039D4, UniRef:UniRef50_H3SD69, UniRef:UniRef90_Q039D4
contig_2	cds	115084	115935	+	LPARA_00722	pflA	pyruvate formate-lyase-activating protein	COG:COG1180, COG:O, EC:1.97.1.4, GO:0043365, RefSeq:WP_003570339.1, SO:0001217, UniParc:UPI000051146B, UniRef:UniRef100_Q039D2, UniRef:UniRef50_O68575, UniRef:UniRef90_A0A0D6UDU8
contig_2	cds	116060	117028	+	LPARA_00723		Transcriptional regulator	RefSeq:WP_003565438.1, SO:0001217, UniParc:UPI0000E568A0, UniRef:UniRef100_Q039D1, UniRef:UniRef50_A0A0R2K6H6, UniRef:UniRef90_Q039D1
contig_2	cds	117058	117990	+	LPARA_00724	pPX1	manganese-dependent inorganic pyrophosphatase	COG:C, COG:COG1227, EC:3.6.1.1, GO:0004427, KEGG:K15986, RefSeq:WP_016384304.1, SO:0001217, UniParc:UPI000343CEDB, UniRef:UniRef100_UPI000343CEDB, UniRef:UniRef50_O68579, UniRef:UniRef90_A0A0E3D3E6
contig_2	cds	119142	120254	+	LPARA_00725	xerS	tyrosine recombinase XerS	RefSeq:WP_045136209.1, SO:0001217, UniParc:UPI0005EAC9DF, UniRef:UniRef100_UPI0005EAC9DF, UniRef:UniRef90_A0A0E2MDZ7
contig_2	cds	120361	120714	+	LPARA_00726		Glycosyl hydrolase family 92 domain-containing protein	RefSeq:WP_003565443.1, SO:0001217, UniParc:UPI0000E568A2, UniRef:UniRef100_Q039C8, UniRef:UniRef50_A0A0R2BB53, UniRef:UniRef90_Q039C8
contig_2	cds	120782	122773	-	LPARA_00727		ABC-type antimicrobial peptide transport system, permease component	KEGG:K19084, RefSeq:WP_016384608.1, SO:0001217, UniParc:UPI000343D13C, UniRef:UniRef100_UPI000343D13C, UniRef:UniRef50_Q039C7, UniRef:UniRef90_Q039C7
contig_2	cds	122770	123540	-	LPARA_00728	lolD	ABC transporter domain-containing protein	COG:COG1136, COG:M, RefSeq:WP_003584392.1, SO:0001217, UniParc:UPI0000E568A3, UniRef:UniRef100_Q039C6, UniRef:UniRef50_A0A0B7L2E6, UniRef:UniRef90_A0A8E0MBD0
contig_2	cds	123634	124590	-	LPARA_00729		histidine kinase	EC:2.7.13.3, KEGG:K19081, RefSeq:WP_012491597.1, SO:0001217, UniParc:UPI000176A4F7, UniRef:UniRef100_A0A422LKB5, UniRef:UniRef50_Q039C5, UniRef:UniRef90_Q039C5
contig_2	cds	124587	125279	-	LPARA_00730	ompR	DNA-binding response regulator, OmpR family (Rec-wHTH domains)	RefSeq:WP_012491598.1, SO:0001217, UniParc:UPI000176A4F8, UniRef:UniRef100_A0A422LKB9, UniRef:UniRef50_A0A1Z5IZF1, UniRef:UniRef90_Q039C4
contig_2	cds	125576	126640	+	LPARA_00731		Permease of the major facilitator superfamily	KEGG:K08217, SO:0001217, UniRef:UniRef50_U4TLM9, UniRef:UniRef90_Q039C3
contig_2	cds	126877	127272	-	LPARA_00732		GNAT family N-acetyltransferase	RefSeq:WP_003579137.1, SO:0001217, UniParc:UPI00029848B5, UniRef:UniRef100_A0AAW6A8P9, UniRef:UniRef50_A0A091C7V4, UniRef:UniRef90_A0AAP4JGR9
contig_2	cds	127275	127673	-	LPARA_00733		N-acetyltransferase domain-containing protein	RefSeq:WP_003565456.1, SO:0001217, UniParc:UPI0001977720, UniRef:UniRef100_A0A0C9NY50, UniRef:UniRef50_S2SML9, UniRef:UniRef90_S2SML9
contig_2	cds	127894	128529	-	LPARA_00734		Nitroreductase	RefSeq:WP_003565458.1, SO:0001217, UniParc:UPI0000510CD3, UniRef:UniRef100_Q039B9, UniRef:UniRef90_Q039B9
contig_2	cds	128798	129889	-	LPARA_00735	hisC	histidinol-phosphate transaminase	EC:2.6.1.9, GO:0000105, GO:0004400, KEGG:K00817, RefSeq:WP_241565035.1, SO:0001217, UniParc:UPI001F4E5252, UniRef:UniRef100_A0AAW6A5X0, UniRef:UniRef50_J9VZR5, UniRef:UniRef90_Q039B8
contig_2	cds	129973	130305	-	LPARA_00736	hisE	Phosphoribosyl-ATP pyrophosphatase	EC:3.6.1.31, GO:0000105, GO:0004636, GO:0005524, GO:0005737, RefSeq:WP_003565462.1, SO:0001217, UniParc:UPI000176A595, UniRef:UniRef100_B3WEC9, UniRef:UniRef50_Q039B7, UniRef:UniRef90_Q039B7
contig_2	cds	130302	130634	-	LPARA_00737	hisI	phosphoribosyl-AMP cyclohydrolase	EC:3.5.4.19, GO:0000105, GO:0000287, GO:0004635, GO:0005737, GO:0008270, RefSeq:WP_003565465.1, SO:0001217, UniParc:UPI000176A596, UniRef:UniRef100_B3WED0, UniRef:UniRef50_Q039B6, UniRef:UniRef90_Q039B6
contig_2	cds	130631	131389	-	LPARA_00738	hisF	Imidazole glycerol phosphate synthase subunit HisF	EC:4.3.2.10, GO:0000105, GO:0000107, GO:0005737, GO:0016829, RefSeq:WP_241565034.1, SO:0001217, UniParc:UPI001F4ED2E7, UniRef:UniRef100_UPI001F4ED2E7, UniRef:UniRef50_B1ZX57, UniRef:UniRef90_Q039B5
contig_2	cds	131391	132107	-	LPARA_00739	hisA	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase	EC:5.3.1.16, GO:0000105, GO:0000162, GO:0003949, GO:0005737, RefSeq:WP_003584409.1, SO:0001217, UniParc:UPI0001DBDF77, UniRef:UniRef100_A0A1J3C1V4, UniRef:UniRef50_Q039B4, UniRef:UniRef90_Q039B4
contig_2	cds	132085	132711	-	LPARA_00740	hisH	imidazole glycerol phosphate synthase subunit HisH	EC:4.3.2.10, GO:0000105, GO:0000107, GO:0004359, GO:0005737, GO:0016829, RefSeq:WP_016384120.1, SO:0001217, UniParc:UPI000343A690, UniRef:UniRef100_UPI000343A690, UniRef:UniRef50_Q92E86, UniRef:UniRef90_Q039B3
contig_2	cds	132712	133296	-	LPARA_00741	hisB	imidazoleglycerol-phosphate dehydratase HisB	COG:COG0131, COG:E, EC:4.2.1.19, GO:0000105, GO:0004424, GO:0005737, RefSeq:WP_003565474.1, SO:0001217, UniParc:UPI000176A599, UniRef:UniRef100_B3WED4, UniRef:UniRef50_Q02134, UniRef:UniRef90_Q039B2
contig_2	cds	133300	134592	-	LPARA_00742		Histidinol dehydrogenase	EC:1.1.1.23, KEGG:K00013, RefSeq:WP_016384119.1, SO:0001217, UniParc:UPI00034334D4, UniRef:UniRef100_UPI00034334D4, UniRef:UniRef50_Q8Y9G1, UniRef:UniRef90_Q039B1
contig_2	cds	134589	135224	-	LPARA_00743		ATP phosphoribosyltransferase	RefSeq:WP_003575083.1, SO:0001217, UniParc:UPI000176A59B, UniRef:UniRef100_B3WED6, UniRef:UniRef90_Q039B0
contig_2	cds	135221	136369	-	LPARA_00744	hisZ	ATP phosphoribosyltransferase regulatory subunit	GO:0000105, GO:0004821, GO:0005737, GO:0006427, GO:0016740, RefSeq:WP_016384118.1, SO:0001217, UniParc:UPI000343DB35, UniRef:UniRef100_UPI000343DB35, UniRef:UniRef50_Q039A9, UniRef:UniRef90_Q039A9
contig_2	ncRNA-region	136495	136749	-			T-box leader	RFAM:RF00230, SO:0000140
contig_2	cds	136940	138037	-	LPARA_00745	hisC	histidinol-phosphate transaminase	EC:2.6.1.9, GO:0000105, GO:0004400, KEGG:K00817, SO:0001217, UniRef:UniRef50_Q039A8, UniRef:UniRef90_Q039A8
contig_2	cds	138606	139166	-	LPARA_00746		ADP-ribose pyrophosphatase	RefSeq:WP_003565484.1, SO:0001217, UniParc:UPI000197A83E, UniRef:UniRef100_K6QFZ4, UniRef:UniRef50_I9AJW5, UniRef:UniRef90_K6QFZ4
contig_2	cds	139216	140082	-	LPARA_00747	degV	DegV family protein	COG:COG1307, COG:I, RefSeq:WP_003565486.1, SO:0001217, UniParc:UPI0000510CE0, UniRef:UniRef100_Q039A6, UniRef:UniRef50_J9W5J1, UniRef:UniRef90_Q039A6
contig_2	cds	140236	141939	+	LPARA_00748	rqcH	Rqc2-like protein RqcH	COG:COG1293, COG:JO, RefSeq:WP_003605145.1, SO:0001217, UniParc:UPI0002977839, UniRef:UniRef100_A0A829TET1, UniRef:UniRef50_Q03S51, UniRef:UniRef90_A0A806L9T4
contig_2	cds	141985	142296	+	LPARA_00749		Pyrophosphatase	RefSeq:WP_016384116.1, SO:0001217, UniParc:UPI00034377FF, UniRef:UniRef100_UPI00034377FF, UniRef:UniRef50_U4TK66, UniRef:UniRef90_A0A422LVP6
contig_2	cds	142357	143505	-	LPARA_00750		Phosphotransferase system EIIC domain-containing protein	KEGG:K07035, RefSeq:WP_003594488.1, SO:0001217, UniParc:UPI0000510CE3, UniRef:UniRef100_K6RU03, UniRef:UniRef50_I6TAE7, UniRef:UniRef90_A0A806EZF2
contig_2	cds	143520	144464	-	LPARA_00751		2-dehydropantoate 2-reductase	RefSeq:WP_003565495.1, SO:0001217, UniParc:UPI0000510CE4, UniRef:UniRef100_Q039A2, UniRef:UniRef50_P65666, UniRef:UniRef90_Q039A2
contig_2	cds	144558	145883	-	LPARA_00752		Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex	RefSeq:WP_016384115.1, SO:0001217, UniParc:UPI0003434779, UniRef:UniRef100_UPI0003434779, UniRef:UniRef50_P37942, UniRef:UniRef90_Q039A1
contig_2	cds	145901	146887	-	LPARA_00753		Branched-chain alpha-keto acid dehydrogenase E1 component	RefSeq:WP_118988966.1, SO:0001217, UniParc:UPI000E5A0662, UniRef:UniRef100_UPI000E5A0662, UniRef:UniRef50_P37941, UniRef:UniRef90_Q039A0
contig_2	cds	147027	148031	-	LPARA_00754		2-oxoisovalerate dehydrogenase subunit alpha	RefSeq:WP_016384114.1, SO:0001217, UniParc:UPI000343EE14, UniRef:UniRef100_UPI000343EE14, UniRef:UniRef50_V6Q7N3, UniRef:UniRef90_Q038Z9
contig_2	cds	148049	149464	-	LPARA_00755	lpdA	dihydrolipoyl dehydrogenase	EC:1.8.1.4, GO:0004148, GO:0050660, KEGG:K00382, RefSeq:WP_016384113.1, SO:0001217, UniParc:UPI000343BC53, UniRef:UniRef100_UPI000343BC53, UniRef:UniRef50_P54533, UniRef:UniRef90_A0A1J3C1W8
contig_2	cds	149461	150582	-	LPARA_00756	buk	butyrate kinase	EC:2.7.2.7, GO:0005524, GO:0005737, GO:0006113, GO:0016310, GO:0047761, KEGG:K00929, RefSeq:WP_003584443.1, SO:0001217, UniParc:UPI000297EB7C, UniRef:UniRef100_A0A1J3C1F2, UniRef:UniRef50_Q9RPS7, UniRef:UniRef90_A0A422LKD8
contig_2	cds	150579	151430	-	LPARA_00757		Phosphate butyryltransferase	RefSeq:WP_016384110.1, SO:0001217, UniParc:UPI000343C5EB, UniRef:UniRef100_UPI000343C5EB, UniRef:UniRef50_A0A1S6IRQ7, UniRef:UniRef90_Q038Z6
contig_2	cds	151980	152621	-	LPARA_00758	pyrE	Orotate phosphoribosyltransferase	COG:COG0461, COG:F, RefSeq:WP_003565510.1, SO:0001217, UniParc:UPI0000510CEB, UniRef:UniRef100_Q038Z5, UniRef:UniRef50_P0DH75, UniRef:UniRef90_Q038Z5
contig_2	cds	152614	153333	-	LPARA_00759	pyrF	orotidine-5'-phosphate decarboxylase	EC:4.1.1.23, GO:0004590, GO:0006207, GO:0044205, RefSeq:WP_016368020.1, SO:0001217, UniParc:UPI000343D335, UniRef:UniRef100_A0A829GVZ6, UniRef:UniRef50_P77888, UniRef:UniRef90_Q038Z4
contig_2	cds	153330	154205	-	LPARA_00760	pyrD	dihydroorotate dehydrogenase	EC:1.3.1.14, EC:1.3.98.1, GO:0004152, GO:0005737, GO:0006207, GO:0006221, GO:0044205, GO:1990663, RefSeq:WP_241565033.1, SO:0001217, UniParc:UPI001F4E3340, UniRef:UniRef100_UPI001F4E3340, UniRef:UniRef50_B9DPN4, UniRef:UniRef90_Q038Z3
contig_2	cds	154366	157548	-	LPARA_00761	carB	carbamoyl-phosphate synthase large subunit	COG:COG0458, COG:EF, EC:6.3.4.16, EC:6.3.5.5, GO:0004087, GO:0004088, GO:0005524, GO:0005737, GO:0006526, GO:0006541, GO:0008152, GO:0044205, GO:0046872, KEGG:K01955, RefSeq:WP_003584446.1, SO:0001217, UniParc:UPI0002983344, UniRef:UniRef100_A0A0K1MUT2, UniRef:UniRef50_A9KI94, UniRef:UniRef90_Q038Z2
contig_2	cds	157551	158633	-	LPARA_00762	carA	carbamoyl phosphate synthase small subunit	COG:COG0505, COG:EF, GO:0004088, GO:0006541, RefSeq:WP_003570893.1, SO:0001217, UniParc:UPI0000510CEF, UniRef:UniRef100_Q038Z1, UniRef:UniRef50_P77885, UniRef:UniRef90_Q038Z1
contig_2	cds	158793	160058	-	LPARA_00763		dihydroorotase	EC:3.5.2.3, GO:0004151, GO:0006221, GO:0046872, RefSeq:WP_076653529.1, SO:0001217, UniParc:UPI0009753E61, UniRef:UniRef100_A0A422MKC8, UniRef:UniRef50_Q03HB2, UniRef:UniRef90_Q038Z0
contig_2	cds	160062	161003	-	LPARA_00764	pyrB	aspartate carbamoyltransferase catalytic subunit	COG:COG0540, COG:F, EC:2.1.3.2, GO:0004070, GO:0005829, GO:0006207, GO:0006520, GO:0016597, GO:0044205, RefSeq:WP_003575122.1, SO:0001217, UniParc:UPI0000510CF1, UniRef:UniRef100_Q038Y9, UniRef:UniRef50_Q043A9, UniRef:UniRef90_Q038Y9
contig_2	cds	160990	162297	-	LPARA_00765	uraA	Xanthine/uracil permease	COG:COG2233, COG:F, KEGG:K02824, SO:0001217, UniRef:UniRef50_A0A512PQY0, UniRef:UniRef90_Q038Y8
contig_2	cds	162299	162847	-	LPARA_00766	pyrR	bifunctional pyr operon transcriptional regulator/uracil phosphoribosyltransferase PyrR	COG:COG2065, COG:F, EC:2.4.2.9, RefSeq:WP_003565527.1, SO:0001217, UniParc:UPI0000510CF3, UniRef:UniRef100_Q038Y7, UniRef:UniRef50_Q1AVY5, UniRef:UniRef90_Q038Y7
contig_2	cds	163174	164094	-	LPARA_00767		Pseudouridine synthase	EC:5.4.99.23, KEGG:K06180, RefSeq:WP_016384423.1, SO:0001217, UniParc:UPI000343BC13, UniRef:UniRef100_UPI000343BC13, UniRef:UniRef50_A0A0R1RJZ1, UniRef:UniRef90_A0A829GHG8
contig_2	cds	164094	164558	-	LPARA_00768	lspA	signal peptidase II	EC:3.4.23.36, GO:0004190, GO:0005886, GO:0006508, GO:0009306, KEGG:K03101, RefSeq:WP_003565533.1, SO:0001217, UniParc:UPI0000E568AA, UniRef:UniRef100_Q038Y5, UniRef:UniRef50_Q038Y5, UniRef:UniRef90_Q038Y5
contig_2	cds	164669	166342	-	LPARA_00769	fhs	formate--tetrahydrofolate ligase	COG:COG2759, COG:F, EC:6.3.4.3, GO:0004329, GO:0005524, GO:0035999, RefSeq:WP_003584453.1, SO:0001217, UniParc:UPI0000E568AB, UniRef:UniRef100_Q038Y4, UniRef:UniRef50_Q5HF42, UniRef:UniRef90_Q038Y4
contig_2	cds	166355	166759	-	LPARA_00770		Pore-forming protein	RefSeq:WP_016384422.1, SO:0001217, UniParc:UPI0003439FE4, UniRef:UniRef100_A0A0C9QAS2, UniRef:UniRef50_Q038Y3, UniRef:UniRef90_Q038Y3
contig_2	cds	166784	167182	+	LPARA_00771		14-7 kDa ribonuclease H-like protein	RefSeq:WP_003575133.1, SO:0001217, UniParc:UPI000176A6BA, UniRef:UniRef100_A0A0K1KZC2, UniRef:UniRef50_A0A0R2AKM1, UniRef:UniRef90_A0A0K1KZC2
contig_2	cds	167423	168025	-	LPARA_00772		Nitroreductase family protein	RefSeq:WP_003565541.1, SO:0001217, UniParc:UPI000197A1F6, UniRef:UniRef100_S4ZNX3, UniRef:UniRef90_Q038Y1
contig_2	cds	168335	169804	+	LPARA_00773	cls	cardiolipin synthase	COG:COG1502, COG:I, EC:2.7.8.-, GO:0008808, GO:0016780, GO:0032049, KEGG:K06131, SO:0001217, UniRef:UniRef50_A0A3F3GX44, UniRef:UniRef90_A0A5R8LLU8
contig_2	cds	169873	170199	-	LPARA_00774		Phage protein	RefSeq:WP_003565545.1, SO:0001217, UniParc:UPI000176A6BD, UniRef:UniRef100_A0A0C9PPP3, UniRef:UniRef50_Q038X9, UniRef:UniRef90_Q038X9
contig_2	cds	170351	171802	-	LPARA_00775		Mga helix-turn-helix domain-containing protein	RefSeq:WP_241565032.1, SO:0001217, UniParc:UPI001F4DB56F, UniRef:UniRef100_UPI001F4DB56F, UniRef:UniRef50_Q038X8, UniRef:UniRef90_Q038X8
contig_2	cds	172176	172406	+	LPARA_00776	nrdH	Glutaredoxin-like protein NrdH	COG:COG0695, COG:O, RefSeq:WP_003565549.1, SO:0001217, UniParc:UPI0000E568B0, UniRef:UniRef100_Q038X7, UniRef:UniRef50_A0A4R0QH68, UniRef:UniRef90_A0A0E3CP72
contig_2	cds	172476	174647	+	LPARA_00777	nrdE	class 1b ribonucleoside-diphosphate reductase subunit alpha	COG:COG0209, COG:F, EC:1.17.4.1, GO:0004748, GO:0005524, GO:0006260, RefSeq:WP_016384383.1, SO:0001217, UniParc:UPI000343C435, UniRef:UniRef100_UPI000343C435, UniRef:UniRef50_A0A433H2L2, UniRef:UniRef90_A0A1J3C7R8
contig_2	cds	174700	175680	+	LPARA_00778	nrdF	class 1b ribonucleoside-diphosphate reductase subunit beta	COG:COG0208, COG:F, EC:1.17.4.1, GO:0004748, GO:0005971, GO:0009263, RefSeq:WP_003565553.1, SO:0001217, UniParc:UPI0000E568B2, UniRef:UniRef100_Q038X5, UniRef:UniRef50_A0A5R9DW27, UniRef:UniRef90_A0A0J6W6E8
contig_2	cds	175756	176637	-	LPARA_00779		Fhu operon transcription regulator	RefSeq:WP_016384382.1, SO:0001217, UniParc:UPI00034338BA, UniRef:UniRef100_UPI00034338BA, UniRef:UniRef50_S2RH64, UniRef:UniRef90_S2RH64
contig_2	cds	176865	178769	-	LPARA_00780		M13-type metalloendopeptidase	RefSeq:WP_016384381.1, SO:0001217, UniParc:UPI000343C838, UniRef:UniRef100_UPI000343C838, UniRef:UniRef50_S4ZNY1, UniRef:UniRef90_S4ZNY1
contig_2	cds	179009	180022	+	LPARA_00781	lplA	lipoate--protein ligase	COG:COG0095, COG:H, EC:6.3.1.20, KEGG:K03800, RefSeq:WP_003565559.1, SO:0001217, UniParc:UPI000197A1F3, UniRef:UniRef100_K6QG46, UniRef:UniRef50_Q838C1, UniRef:UniRef90_C2JX99
contig_2	cds	180136	180363	-	LPARA_00782		DUF2642 domain-containing protein	RefSeq:WP_003565593.1, SO:0001217, UniParc:UPI000176A6C3, UniRef:UniRef100_A0A1J3BYF2, UniRef:UniRef50_Q038X0, UniRef:UniRef90_Q038X0
contig_2	cds	180519	181454	-	LPARA_00783		D-3-phosphoglycerate dehydrogenase	SO:0001217, UniRef:UniRef50_Q038W9, UniRef:UniRef90_Q038W9
contig_2	cds	181590	182732	-	LPARA_00784	rlmL	Ribosomal RNA large subunit methyltransferase L	COG:COG0116, COG:J, RefSeq:WP_016384848.1, SO:0001217, UniParc:UPI0003433BA4, UniRef:UniRef100_UPI0003433BA4, UniRef:UniRef50_A0A9X9SQD6, UniRef:UniRef90_A0A422LX36
contig_2	ncRNA	183155	183520	-	LPARA_00785	RNaseP_bact_b	Bacterial RNase P class B	RFAM:RF00011, SO:0000386
contig_2	cds	183533	183928	-	LPARA_00786	gpsB	cell division regulator GpsB	COG:COG3599, COG:D, GO:0005737, GO:0008360, GO:0051301, RefSeq:WP_003565600.1, SO:0001217, UniParc:UPI00005113FC, UniRef:UniRef100_Q038W7, UniRef:UniRef50_Q038W7, UniRef:UniRef90_Q038W7
contig_2	cds	183984	184559	-	LPARA_00787		UPF0398 protein LCABL_17010	RefSeq:WP_003565602.1, SO:0001217, UniParc:UPI000176A6C6, UniRef:UniRef100_B3WEI1, UniRef:UniRef50_Q88W96, UniRef:UniRef90_Q038W6
contig_2	cds	184626	185252	+	LPARA_00788	recU	Holliday junction resolvase RecU	EC:3.1.21.10, GO:0000287, GO:0003676, GO:0004518, GO:0004519, GO:0005737, GO:0006281, GO:0006310, GO:0007059, KEGG:K03700, RefSeq:WP_003575155.1, SO:0001217, UniParc:UPI0002975C58, UniRef:UniRef100_S2NH01, UniRef:UniRef50_P0A456, UniRef:UniRef90_Q038W5
contig_2	cds	185245	187551	+	LPARA_00789		peptidoglycan glycosyltransferase	EC:2.4.99.28, EC:3.4.16.4, KEGG:K05366, RefSeq:WP_016384849.1, SO:0001217, UniParc:UPI000343C985, UniRef:UniRef100_UPI000343C985, UniRef:UniRef50_F9UPA5, UniRef:UniRef90_A0A829GXY0
