## Sun May  3 20:22:47 2026
## emapper-2.1.13
## /home/probiominserver/anaconda3/envs/eggnog-mapper/bin/emapper.py -i ./temp/20260503-wvUp-se8q-xNMC7EYi/0.contigAnn/prokka_result.faa --temp_dir ./temp/20260503-wvUp-se8q-xNMC7EYi/2.eggNOGmapper --output_dir ./temp/20260503-wvUp-se8q-xNMC7EYi/2.eggNOGmapper --output eggNOG_out --cpu 24 --sensmode fast -m diamond --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
ELMOCPCJ_00853	543734.LCABL_17390	1.43e-209	579.0	COG0648@1|root,COG0648@2|Bacteria,1TP1D@1239|Firmicutes,4HB4F@91061|Bacilli,3F42I@33958|Lactobacillaceae	91061|Bacilli	L	Endonuclease IV plays a role in DNA repair. It cleaves phosphodiester bonds at apurinic or apyrimidinic sites (AP sites) to produce new 5'-ends that are base-free deoxyribose 5-phosphate residues. It preferentially attacks modified AP sites created by bleomycin and neocarzinostatin	nfo	GO:0003674,GO:0003824,GO:0003906,GO:0006139,GO:0006259,GO:0006281,GO:0006284,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008081,GO:0008150,GO:0008152,GO:0009987,GO:0016787,GO:0016788,GO:0033554,GO:0034641,GO:0042578,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0046483,GO:0050896,GO:0051716,GO:0071704,GO:0090304,GO:0140097,GO:1901360	3.1.21.2	ko:K01151	ko03410,map03410	-	-	-	ko00000,ko00001,ko01000,ko03400	-	-	-	AP_endonuc_2
ELMOCPCJ_00854	543734.LCABL_17400	1.08e-216	598.0	COG1284@1|root,COG1284@2|Bacteria,1TRBT@1239|Firmicutes,4HBPR@91061|Bacilli,3F3PH@33958|Lactobacillaceae	91061|Bacilli	S	Uncharacterised 5xTM membrane BCR, YitT family COG1284	yitT	-	-	-	-	-	-	-	-	-	-	-	DUF2179,YitT_membrane
ELMOCPCJ_00855	543734.LCABL_17410	1.78e-106	306.0	COG0229@1|root,COG0229@2|Bacteria,1UPN0@1239|Firmicutes,4HGWN@91061|Bacilli,3F6H4@33958|Lactobacillaceae	91061|Bacilli	O	peptide methionine sulfoxide reductase	msrB	-	1.8.4.12	ko:K07305	-	-	-	-	ko00000,ko01000	-	-	-	SelR
ELMOCPCJ_00856	543734.LCABL_17420	0.0	1196.0	COG0173@1|root,COG0173@2|Bacteria,1TPCN@1239|Firmicutes,4HACD@91061|Bacilli,3F4PE@33958|Lactobacillaceae	91061|Bacilli	J	Catalyzes the attachment of L-aspartate to tRNA(Asp) in a two-step reaction L-aspartate is first activated by ATP to form Asp-AMP and then transferred to the acceptor end of tRNA(Asp)	aspS	-	6.1.1.12	ko:K01876	ko00970,map00970	M00359,M00360	R05577	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016,ko03029	-	-	-	GAD,tRNA-synt_2,tRNA_anti-codon
ELMOCPCJ_00857	543734.LCABL_17430	7.66e-310	844.0	COG0124@1|root,COG0124@2|Bacteria,1TP3D@1239|Firmicutes,4HAM2@91061|Bacilli,3F3M3@33958|Lactobacillaceae	91061|Bacilli	J	histidyl-tRNA synthetase	hisS	-	6.1.1.21	ko:K01892	ko00970,map00970	M00359,M00360	R03655	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016	-	-	-	HGTP_anticodon,tRNA-synt_2b,tRNA-synt_His
ELMOCPCJ_00858	543734.LCABL_17440	3.75e-46	150.0	COG0221@1|root,COG0221@2|Bacteria,1VB6Q@1239|Firmicutes,4HKI4@91061|Bacilli,3F81A@33958|Lactobacillaceae	91061|Bacilli	C	Inorganic pyrophosphatase	XK27_04345	-	3.6.1.1	ko:K01507	ko00190,map00190	-	-	-	ko00000,ko00001,ko01000	-	-	-	Pyrophosphatase
ELMOCPCJ_00859	543734.LCABL_17480	0.0	937.0	2DV5N@1|root,33U6G@2|Bacteria,1VUTX@1239|Firmicutes,4HVQT@91061|Bacilli,3FBQP@33958|Lactobacillaceae	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ELMOCPCJ_00860	543734.LCABL_17490	6.91e-201	557.0	COG1131@1|root,COG1131@2|Bacteria,1TRJH@1239|Firmicutes,4HFS1@91061|Bacilli,3F52V@33958|Lactobacillaceae	91061|Bacilli	V	ABC transporter	-	-	-	-	-	-	-	-	-	-	-	-	ABC_tran
ELMOCPCJ_00861	543734.LCABL_17500	3.93e-108	310.0	COG0537@1|root,COG0537@2|Bacteria,1V5XZ@1239|Firmicutes,4HHN5@91061|Bacilli,3FCAY@33958|Lactobacillaceae	91061|Bacilli	FG	adenosine 5'-monophosphoramidase activity	-	-	-	-	-	-	-	-	-	-	-	-	HIT
ELMOCPCJ_00862	543734.LCABL_17510	1.28e-310	847.0	COG0860@1|root,COG3807@1|root,COG0860@2|Bacteria,COG3807@2|Bacteria,1UYPW@1239|Firmicutes,4HBVT@91061|Bacilli,3F4F4@33958|Lactobacillaceae	91061|Bacilli	M	N-acetylmuramoyl-L-alanine amidase	lytH	GO:0005575,GO:0005623,GO:0030288,GO:0030313,GO:0031975,GO:0042597,GO:0044464	3.5.1.28	ko:K01448	ko01503,map01503	M00727	R04112	RC00064,RC00141	ko00000,ko00001,ko00002,ko01000,ko01011,ko03036	-	-	-	Amidase_3,SH3_3
ELMOCPCJ_00863	543734.LCABL_17520	1.92e-150	422.0	COG0546@1|root,COG0546@2|Bacteria,1V3DR@1239|Firmicutes,4HGMU@91061|Bacilli,3F741@33958|Lactobacillaceae	91061|Bacilli	J	HAD-hyrolase-like	-	-	-	-	-	-	-	-	-	-	-	-	HAD_2
ELMOCPCJ_00864	543734.LCABL_17530	9.21e-99	287.0	COG1490@1|root,COG1490@2|Bacteria,1V6GH@1239|Firmicutes,4HINN@91061|Bacilli,3F6GK@33958|Lactobacillaceae	91061|Bacilli	J	rejects L-amino acids rather than detecting D-amino acids in the active site. By recycling D-aminoacyl-tRNA to D-amino acids and free tRNA molecules, this enzyme counteracts the toxicity associated with the formation of D-aminoacyl-tRNA entities in vivo and helps enforce protein L-homochirality	dtd	GO:0002161,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006399,GO:0006450,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0016070,GO:0016787,GO:0016788,GO:0034641,GO:0034660,GO:0043170,GO:0044237,GO:0044238,GO:0044424,GO:0044464,GO:0046483,GO:0051499,GO:0051500,GO:0052689,GO:0065007,GO:0065008,GO:0071704,GO:0090304,GO:0106074,GO:0140098,GO:0140101,GO:1901360	-	ko:K07560	-	-	-	-	ko00000,ko01000,ko03016	-	-	-	Tyr_Deacylase
ELMOCPCJ_00865	543734.LCABL_17540	0.0	1461.0	COG0317@1|root,COG0317@2|Bacteria,1TNYZ@1239|Firmicutes,4HBX7@91061|Bacilli,3F44F@33958|Lactobacillaceae	91061|Bacilli	KT	In eubacteria ppGpp (guanosine 3'-diphosphate 5-' diphosphate) is a mediator of the stringent response that coordinates a variety of cellular activities in response to changes in nutritional abundance	relA	GO:0003674,GO:0003824,GO:0005575,GO:0005618,GO:0005623,GO:0005886,GO:0006139,GO:0006163,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0006950,GO:0008150,GO:0008152,GO:0008728,GO:0008893,GO:0009116,GO:0009117,GO:0009119,GO:0009150,GO:0009259,GO:0009605,GO:0009987,GO:0009991,GO:0015969,GO:0016020,GO:0016740,GO:0016772,GO:0016778,GO:0016787,GO:0016788,GO:0016794,GO:0019637,GO:0019693,GO:0030312,GO:0031667,GO:0033865,GO:0033875,GO:0034032,GO:0034035,GO:0034641,GO:0042278,GO:0042578,GO:0042594,GO:0044237,GO:0044238,GO:0044281,GO:0044464,GO:0046128,GO:0046483,GO:0050896,GO:0055086,GO:0071704,GO:0071944,GO:0072521,GO:1901068,GO:1901135,GO:1901360,GO:1901564,GO:1901657	2.7.6.5	ko:K00951	ko00230,map00230	-	R00429	RC00002,RC00078	ko00000,ko00001,ko01000	-	-	iYO844.BSU27600	ACT_4,HD_4,RelA_SpoT,TGS
ELMOCPCJ_00866	568703.LGG_01570	9.11e-57	177.0	2DKTI@1|root,30ARB@2|Bacteria,1U70F@1239|Firmicutes,4IGUR@91061|Bacilli,3F8T9@33958|Lactobacillaceae	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ELMOCPCJ_00867	543734.LCABL_17560	5.19e-169	473.0	COG1385@1|root,COG1385@2|Bacteria,1V1CT@1239|Firmicutes,4HH8P@91061|Bacilli,3F64Z@33958|Lactobacillaceae	91061|Bacilli	J	Specifically methylates the N3 position of the uracil ring of uridine 1498 (m3U1498) in 16S rRNA. Acts on the fully assembled 30S ribosomal subunit	rsmE	GO:0000154,GO:0001510,GO:0003674,GO:0003824,GO:0006139,GO:0006364,GO:0006396,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008168,GO:0008170,GO:0008173,GO:0008649,GO:0008757,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0016072,GO:0016436,GO:0016740,GO:0016741,GO:0022613,GO:0031167,GO:0032259,GO:0034470,GO:0034641,GO:0034660,GO:0042254,GO:0043170,GO:0043412,GO:0043414,GO:0044085,GO:0044237,GO:0044238,GO:0044260,GO:0046483,GO:0070042,GO:0070475,GO:0071704,GO:0071840,GO:0090304,GO:0140098,GO:0140102,GO:1901360	2.1.1.193	ko:K09761	-	-	-	-	ko00000,ko01000,ko03009	-	-	-	Methyltrans_RNA
ELMOCPCJ_00868	543734.LCABL_17570	2.88e-221	610.0	COG2264@1|root,COG2264@2|Bacteria,1TPKI@1239|Firmicutes,4HAMF@91061|Bacilli,3F47Z@33958|Lactobacillaceae	91061|Bacilli	J	Ribosomal protein L11 methyltransferase	prmA	-	-	ko:K02687	-	-	-	-	ko00000,ko01000,ko03009	-	-	-	PrmA
ELMOCPCJ_00869	543734.LCABL_17580	8.23e-112	321.0	2E0MY@1|root,32W75@2|Bacteria,1VFZQ@1239|Firmicutes,4HKWR@91061|Bacilli,3F6FP@33958|Lactobacillaceae	91061|Bacilli	S	Protein of unknown function (DUF3013)	XK27_03960	-	-	-	-	-	-	-	-	-	-	-	DUF3013
ELMOCPCJ_00870	543734.LCABL_17590	1.79e-143	404.0	COG2094@1|root,COG2094@2|Bacteria,1V1E6@1239|Firmicutes,4HJ10@91061|Bacilli,3FC7N@33958|Lactobacillaceae	91061|Bacilli	L	Belongs to the DNA glycosylase MPG family	-	GO:0003674,GO:0003824,GO:0003905,GO:0006139,GO:0006259,GO:0006281,GO:0006284,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0009987,GO:0016787,GO:0016798,GO:0016799,GO:0019104,GO:0033554,GO:0034641,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0046483,GO:0050896,GO:0051716,GO:0071704,GO:0090304,GO:0140097,GO:1901360	3.2.2.21	ko:K03652	ko03410,map03410	-	-	-	ko00000,ko00001,ko01000,ko03400	-	-	-	Pur_DNA_glyco
ELMOCPCJ_00871	543734.LCABL_17600	3.17e-50	159.0	29QBB@1|root,30BAI@2|Bacteria,1U7TK@1239|Firmicutes,4IHR2@91061|Bacilli,3FA5R@33958|Lactobacillaceae	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ELMOCPCJ_00872	543734.LCABL_17610	4.66e-87	256.0	COG5294@1|root,COG5294@2|Bacteria,1W0J9@1239|Firmicutes,4HYK1@91061|Bacilli,3F8AZ@33958|Lactobacillaceae	91061|Bacilli	S	Protein of unknown function (DUF1093)	-	-	-	-	-	-	-	-	-	-	-	-	DUF1093
ELMOCPCJ_00873	568703.LGG_01577	1.01e-25	95.9	29QDN@1|root,30BCY@2|Bacteria,1U7XK@1239|Firmicutes,4IHUZ@91061|Bacilli,3FAAQ@33958|Lactobacillaceae	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ELMOCPCJ_00874	568703.LGG_01578	2.98e-65	201.0	29PAD@1|root,30A8I@2|Bacteria,1U6BX@1239|Firmicutes,4IG3I@91061|Bacilli,3F7JN@33958|Lactobacillaceae	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ELMOCPCJ_00877	568703.LGG_01582	1.76e-150	433.0	COG0673@1|root,COG0673@2|Bacteria,1TQSS@1239|Firmicutes,4HCIG@91061|Bacilli,3F4EV@33958|Lactobacillaceae	91061|Bacilli	S	Oxidoreductase	mocA	-	-	-	-	-	-	-	-	-	-	-	GFO_IDH_MocA
ELMOCPCJ_00878	568703.LGG_00349	0.0	924.0	COG0438@1|root,COG0438@2|Bacteria,1TR6K@1239|Firmicutes,4HGDG@91061|Bacilli,3F4P6@33958|Lactobacillaceae	91061|Bacilli	M	An N-acetylglucosaminyl transferase that is part of the accessory SecA2 SecY2 system specifically required to export serine-rich repeat cell wall proteins usually encoded upstream in the same operon	tagE	GO:0003674,GO:0003824,GO:0016740,GO:0016757,GO:0016758	2.4.1.52	ko:K00712	-	-	-	-	ko00000,ko01000,ko01003	-	GT4	-	Asp1,Glyco_trans_A_1,Glycos_transf_1
ELMOCPCJ_00879	568703.LGG_01587	1.58e-312	858.0	COG0438@1|root,COG0438@2|Bacteria,1UY71@1239|Firmicutes,4HFBM@91061|Bacilli,3FC1Q@33958|Lactobacillaceae	91061|Bacilli	M	Glycosyl transferases group 1	-	-	2.4.1.52	ko:K00712	-	-	-	-	ko00000,ko01000,ko01003	-	GT4	-	Glycos_transf_1
ELMOCPCJ_00881	568703.LGG_01589	1.86e-190	553.0	COG2340@1|root,COG4932@1|root,COG2340@2|Bacteria,COG4932@2|Bacteria	2|Bacteria	M	domain protein	-	-	2.4.1.9,3.4.24.40	ko:K01406,ko:K20811	ko00500,ko01503,map00500,map01503	-	R04194	RC00077,RC00247	ko00000,ko00001,ko01000,ko01002	-	GH68	-	CAP,CW_binding_2,SLH
ELMOCPCJ_00883	568703.LGG_01591	5.12e-304	868.0	29Q3U@1|root,30B2I@2|Bacteria,1U7FA@1239|Firmicutes,4IHBA@91061|Bacilli,3F9IU@33958|Lactobacillaceae	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ELMOCPCJ_00887	568703.LGG_01593	8.07e-122	360.0	29Q4I@1|root,30B38@2|Bacteria,1U7GD@1239|Firmicutes,4IHCJ@91061|Bacilli,3F9M4@33958|Lactobacillaceae	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ELMOCPCJ_00888	543734.LCABL_17680	1.97e-188	523.0	COG3741@1|root,COG3741@2|Bacteria,1V6B3@1239|Firmicutes,4HQ4E@91061|Bacilli,3F6V6@33958|Lactobacillaceae	91061|Bacilli	E	N-formylglutamate amidohydrolase	hutG	-	3.5.3.8	ko:K01479	ko00340,ko01100,map00340,map01100	M00045	R02285	RC00221,RC00681	ko00000,ko00001,ko00002,ko01000	-	-	-	FGase
ELMOCPCJ_00889	543734.LCABL_17690	5.57e-70	211.0	2ED3T@1|root,3370N@2|Bacteria,1VIJK@1239|Firmicutes,4HPGM@91061|Bacilli,3F765@33958|Lactobacillaceae	91061|Bacilli	S	Staphylococcal protein of unknown function (DUF960)	XK27_08430	-	-	-	-	-	-	-	-	-	-	-	DUF960
ELMOCPCJ_00890	543734.LCABL_17700	1.66e-117	336.0	COG2606@1|root,COG2606@2|Bacteria,1V6JF@1239|Firmicutes,4HHVB@91061|Bacilli,3F5H1@33958|Lactobacillaceae	91061|Bacilli	S	Belongs to the prolyl-tRNA editing family. YbaK EbsC subfamily	ybaK	-	-	ko:K03976	-	-	-	-	ko00000,ko01000,ko03016	-	-	-	tRNA_edit
ELMOCPCJ_00891	543734.LCABL_17710	3.29e-121	346.0	COG0503@1|root,COG0503@2|Bacteria,1V1BV@1239|Firmicutes,4HFUA@91061|Bacilli,3F4DB@33958|Lactobacillaceae	91061|Bacilli	F	Catalyzes a salvage reaction resulting in the formation of AMP, that is energically less costly than de novo synthesis	apt	GO:0003674,GO:0003824,GO:0003999,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006144,GO:0006168,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009112,GO:0009113,GO:0009987,GO:0016740,GO:0016757,GO:0016763,GO:0018130,GO:0019438,GO:0034641,GO:0034654,GO:0042440,GO:0043094,GO:0043096,GO:0043101,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044424,GO:0044464,GO:0046083,GO:0046084,GO:0046112,GO:0046148,GO:0046483,GO:0055086,GO:0071704,GO:0072521,GO:0072522,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576	2.4.2.7	ko:K00759	ko00230,ko01100,map00230,map01100	-	R00190,R01229,R04378	RC00063	ko00000,ko00001,ko01000,ko04147	-	-	-	Pribosyltran
ELMOCPCJ_00892	543734.LCABL_17720	0.0	1469.0	COG0608@1|root,COG0608@2|Bacteria,1TPXE@1239|Firmicutes,4H9UP@91061|Bacilli,3F42C@33958|Lactobacillaceae	91061|Bacilli	L	Single-stranded-DNA-specific exonuclease RecJ	recJ	-	-	ko:K07462	ko03410,ko03430,ko03440,map03410,map03430,map03440	-	-	-	ko00000,ko00001,ko01000,ko03400	-	-	-	DHH,DHHA1,ssDNA-exonuc_C
ELMOCPCJ_00893	1423816.BACQ01000009_gene264	1.03e-74	224.0	29PHG@1|root,30AFM@2|Bacteria,1U6KN@1239|Firmicutes,4IGDE@91061|Bacilli,3F83U@33958|Lactobacillaceae	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ELMOCPCJ_00894	543734.LCABL_17740	9.74e-108	310.0	COG4405@1|root,COG4405@2|Bacteria,1V6S0@1239|Firmicutes,4HKKR@91061|Bacilli,3F7EV@33958|Lactobacillaceae	91061|Bacilli	S	ASCH	-	-	-	-	-	-	-	-	-	-	-	-	ASCH
ELMOCPCJ_00895	1423816.BACQ01000009_gene262	1.08e-32	114.0	2AI13@1|root,318EQ@2|Bacteria,1U7VD@1239|Firmicutes,4IHST@91061|Bacilli,3FA82@33958|Lactobacillaceae	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ELMOCPCJ_00896	543734.LCABL_17760	0.0	1185.0	COG0481@1|root,COG0481@2|Bacteria,1TP0G@1239|Firmicutes,4HASA@91061|Bacilli,3F3Z1@33958|Lactobacillaceae	91061|Bacilli	M	Required for accurate and efficient protein synthesis under certain stress conditions. May act as a fidelity factor of the translation reaction, by catalyzing a one-codon backward translocation of tRNAs on improperly translocated ribosomes. Back- translocation proceeds from a post-translocation (POST) complex to a pre-translocation (PRE) complex, thus giving elongation factor G a second chance to translocate the tRNAs correctly. Binds to ribosomes in a GTP-dependent manner	lepA	-	-	ko:K03596	ko05134,map05134	-	-	-	ko00000,ko00001	-	-	-	EFG_C,EFG_II,GTP_EFTU,GTP_EFTU_D2,LepA_C
ELMOCPCJ_00897	1121105.ATXL01000009_gene1007	3.85e-13	77.0	COG1396@1|root,COG1396@2|Bacteria,1V9XM@1239|Firmicutes,4HJUU@91061|Bacilli,4AZK3@81852|Enterococcaceae	91061|Bacilli	K	Helix-turn-helix XRE-family like proteins	-	-	-	ko:K20373	ko02024,map02024	-	-	-	ko00000,ko00001,ko03000	-	-	-	HTH_3
ELMOCPCJ_00899	228399.appser1_3170	2.75e-09	68.2	COG0488@1|root,COG0488@2|Bacteria,1MU37@1224|Proteobacteria,1RPCU@1236|Gammaproteobacteria,1Y7FS@135625|Pasteurellales	135625|Pasteurellales	S	ABC transporter, ATP-binding protein	uup-A	-	-	ko:K15738	-	-	-	-	ko00000,ko02000	3.A.1.120.6	-	-	ABC_tran,ABC_tran_CTD,ABC_tran_Xtn
ELMOCPCJ_00900	543734.LCABL_17770	7.75e-260	714.0	COG0484@1|root,COG0484@2|Bacteria,1TP00@1239|Firmicutes,4H9KA@91061|Bacilli,3F490@33958|Lactobacillaceae	91061|Bacilli	O	ATP binding to DnaK triggers the release of the substrate protein, thus completing the reaction cycle. Several rounds of ATP-dependent interactions between DnaJ, DnaK and GrpE are required for fully efficient folding. Also involved, together with DnaK and GrpE, in the DNA replication of plasmids through activation of initiation proteins	dnaJ	-	-	ko:K03686	-	-	-	-	ko00000,ko03029,ko03110	-	-	-	DnaJ,DnaJ_C,DnaJ_CXXCXGXG
ELMOCPCJ_00901	543734.LCABL_17780	0.0	1172.0	COG0443@1|root,COG0443@2|Bacteria,1TP1J@1239|Firmicutes,4HA9S@91061|Bacilli,3F48C@33958|Lactobacillaceae	91061|Bacilli	O	Heat shock 70 kDa protein	dnaK	GO:0001871,GO:0003674,GO:0005488,GO:0005575,GO:0005623,GO:0008150,GO:0009986,GO:0030246,GO:0030247,GO:0044464,GO:0051704,GO:0098630,GO:0098743,GO:2001065	-	ko:K04043	ko03018,ko04212,ko05152,map03018,map04212,map05152	-	-	-	ko00000,ko00001,ko03019,ko03029,ko03110,ko04147	1.A.33.1	-	-	HSP70
ELMOCPCJ_00902	543734.LCABL_17790	5.27e-126	360.0	COG0576@1|root,COG0576@2|Bacteria,1V6G2@1239|Firmicutes,4HIRK@91061|Bacilli,3F4DY@33958|Lactobacillaceae	91061|Bacilli	O	Participates actively in the response to hyperosmotic and heat shock by preventing the aggregation of stress-denatured proteins, in association with DnaK and GrpE. It is the nucleotide exchange factor for DnaK and may function as a thermosensor. Unfolded proteins bind initially to DnaJ	grpE	GO:0000166,GO:0000774,GO:0001871,GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005623,GO:0008150,GO:0009986,GO:0017076,GO:0030234,GO:0030246,GO:0030247,GO:0030554,GO:0036094,GO:0044464,GO:0050790,GO:0051082,GO:0060589,GO:0060590,GO:0065007,GO:0065009,GO:0097159,GO:0098772,GO:1901265,GO:1901363,GO:2001065	-	ko:K03687	-	-	-	-	ko00000,ko03029,ko03110	-	-	-	GrpE
ELMOCPCJ_00903	543734.LCABL_17800	3.22e-246	676.0	COG1420@1|root,COG1420@2|Bacteria,1TQP7@1239|Firmicutes,4HAX5@91061|Bacilli,3F3ST@33958|Lactobacillaceae	91061|Bacilli	K	Negative regulator of class I heat shock genes (grpE- dnaK-dnaJ and groELS operons). Prevents heat-shock induction of these operons	hrcA	GO:0006355,GO:0008150,GO:0009889,GO:0009890,GO:0009892,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010629,GO:0019219,GO:0019222,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0045892,GO:0045934,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0051171,GO:0051172,GO:0051252,GO:0051253,GO:0060255,GO:0065007,GO:0080090,GO:1902679,GO:1903506,GO:1903507,GO:2000112,GO:2000113,GO:2001141	-	ko:K03705	-	-	-	-	ko00000,ko03000	-	-	-	HrcA,HrcA_DNA-bdg
ELMOCPCJ_00904	543734.LCABL_17810	1.03e-286	781.0	COG0635@1|root,COG0635@2|Bacteria,1TPES@1239|Firmicutes,4HA60@91061|Bacilli,3F4BA@33958|Lactobacillaceae	91061|Bacilli	H	Involved in the biosynthesis of porphyrin-containing compound	hemN	GO:0003674,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006725,GO:0006778,GO:0006779,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009987,GO:0018130,GO:0019438,GO:0033013,GO:0033014,GO:0034641,GO:0044237,GO:0044249,GO:0044271,GO:0044424,GO:0044464,GO:0046483,GO:0048037,GO:0051186,GO:0051188,GO:0051536,GO:0051539,GO:0051540,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576	-	-	-	-	-	-	-	-	-	-	HemN_C,Radical_SAM
ELMOCPCJ_00905	543734.LCABL_17820	1.05e-223	617.0	COG0196@1|root,COG0196@2|Bacteria,1TPKS@1239|Firmicutes,4H9KE@91061|Bacilli,3F3TG@33958|Lactobacillaceae	91061|Bacilli	H	Belongs to the ribF family	ribF	-	2.7.1.26,2.7.7.2	ko:K11753	ko00740,ko01100,ko01110,map00740,map01100,map01110	M00125	R00161,R00549	RC00002,RC00017	ko00000,ko00001,ko00002,ko01000	-	-	iSB619.SA_RS06310	FAD_syn,Flavokinase
ELMOCPCJ_00906	543734.LCABL_17830	2.71e-211	584.0	COG0130@1|root,COG0130@2|Bacteria,1TP9Y@1239|Firmicutes,4HA9X@91061|Bacilli,3F3NX@33958|Lactobacillaceae	91061|Bacilli	J	Responsible for synthesis of pseudouridine from uracil- 55 in the psi GC loop of transfer RNAs	truB	GO:0001522,GO:0003674,GO:0003824,GO:0006139,GO:0006396,GO:0006399,GO:0006400,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0009451,GO:0009982,GO:0009987,GO:0010467,GO:0016070,GO:0016071,GO:0016556,GO:0016853,GO:0016866,GO:0034470,GO:0034641,GO:0034660,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0046483,GO:0071704,GO:0090304,GO:1901360,GO:1990481	5.4.99.25	ko:K03177,ko:K03483	-	-	-	-	ko00000,ko01000,ko03000,ko03016	-	-	iSB619.SA_RS06305	TruB-C_2,TruB_C_2,TruB_N
ELMOCPCJ_00907	543734.LCABL_17840	6.34e-183	509.0	COG0861@1|root,COG0861@2|Bacteria,1TQ09@1239|Firmicutes,4HB99@91061|Bacilli,3FB68@33958|Lactobacillaceae	91061|Bacilli	P	Integral membrane protein TerC family	terC	-	-	-	-	-	-	-	-	-	-	-	TerC
ELMOCPCJ_00908	1423732.BALS01000003_gene941	2.1e-75	226.0	COG0858@1|root,COG0858@2|Bacteria,1VA0P@1239|Firmicutes,4HII1@91061|Bacilli,3F6WZ@33958|Lactobacillaceae	91061|Bacilli	J	One of several proteins that assist in the late maturation steps of the functional core of the 30S ribosomal subunit. Associates with free 30S ribosomal subunits (but not with 30S subunits that are part of 70S ribosomes or polysomes). Required for efficient processing of 16S rRNA. May interact with the 5'-terminal helix region of 16S rRNA	rbfA	-	-	ko:K02834	-	-	-	-	ko00000,ko03009	-	-	-	RBFA
ELMOCPCJ_00909	543734.LCABL_17860	0.0	1552.0	COG0532@1|root,COG0532@2|Bacteria,1TPAI@1239|Firmicutes,4HA8S@91061|Bacilli,3F3JV@33958|Lactobacillaceae	91061|Bacilli	J	One of the essential components for the initiation of protein synthesis. Protects formylmethionyl-tRNA from spontaneous hydrolysis and promotes its binding to the 30S ribosomal subunits. Also involved in the hydrolysis of GTP during the formation of the 70S ribosomal complex	infB	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464	-	ko:K02519	-	-	-	-	ko00000,ko03012,ko03029	-	-	-	GTP_EFTU,IF-2,IF2_N
ELMOCPCJ_00910	543734.LCABL_17870	3.7e-60	186.0	COG1358@1|root,COG1358@2|Bacteria,1VEYG@1239|Firmicutes,4HNY7@91061|Bacilli,3F7ZK@33958|Lactobacillaceae	91061|Bacilli	J	ribosomal protein	ylxQ	-	-	-	-	-	-	-	-	-	-	-	Ribosomal_L7Ae
ELMOCPCJ_00911	543734.LCABL_17880	2.27e-59	183.0	COG2740@1|root,COG2740@2|Bacteria,1VEJS@1239|Firmicutes,4HKBY@91061|Bacilli,3F7E2@33958|Lactobacillaceae	91061|Bacilli	K	Protein of unknown function (DUF448)	ylxR	-	-	ko:K07742	-	-	-	-	ko00000	-	-	-	DUF448
